id,collection,dc.contributor.advisor[],dc.contributor.author,dc.contributor.author[],dc.contributor.editor,dc.contributor.editor[],dc.date.copyright[],dc.date.issued,dc.date.issued[],dc.date.issued[en],dc.date[],dc.description.abstract[],dc.description.abstract[en],dc.description[en],dc.identifier.citation[en],dc.identifier.issn,dc.identifier.issn[],dc.identifier.uri,dc.identifier.uri[],dc.language.iso[en],dc.publisher[en],dc.rights.uri,dc.rights.uri[],dc.rights[en],dc.subject[en],dc.title.alternative[en],dc.title[en],dc.type,dc.type[],dc.type[en]
"12959","10092/11650",,"Higgs, Johanna||Ryan, Christine",,,,"CC-BY",,,"2015",,,"This report is based on research conducted in the Sahrawi refugee camps in southern Algeria in September of 2014. As two anthropologists we travelled to the refugee camps near Tindouf in southern Algeria to learn more about the leaders of the camps who we had heard were predominantly women. The Sahrawi became refugees after the Moroccans invaded Western Sahara after the Spanish withdrew as a colonial power in 1975 starting the Sahrawis long struggle for independence. Throughout our research in the camps women did not speak of violence or of rape. They did not complain of harassment or physical violence from their husbands. They instead spoke of the burning heat, the difficulties of not having enough water and their struggles for independence. The governing body of the Sahrawi, the Polisario Front was built with women’s equality being one of the strongest features of their social organization and that women’s equality was the dominant theme of life in the Sahrawi camps. Islam has also played a key role in the empowerment of women as the Sahrawi understand Islam as acknowledging men and women equally throughout the Koran and that Islam calls for the respect of women. Thus the example of the Sahrawi demonstrates that the equality amongst men is not only possible but that it is possible regardless of environment, culture or religion.","The Journal of Project Monma Research Centre","Johanna Higgs & Christine Ryan, Leaders in the desert: The Sahrawi women of Western Sahara, International journal for intersectional feminist studies, 1, pp. 29-39","2463-2945",,"http://hdl.handle.net/10092/11184",,"en","Monma Research Centre",,,"CC-BY",,,"Leaders in the desert: The Sahrawi women of Western Sahara","Journal Articles",,
"15754","10092/12905",,"Albury, Nathan John",,,,,,,"2016",,,"Norway’s policy on its indigenous Sámi minority is oftentimes heralded as best practice in
fostering self-determination and home language maintenance. Norway’s policy rhetoric indeed
promises that all Sámi have a right to develop their home language, and that all Norwegian
children will become familiar with Sámi languages and culture. However, this paper takes a
more critical perspective of Norway’s policy. It argues that rhetoric has not been
operationalised to benefit all Sámi nor promote Norwegian familiarity with the languages.
Instead, the state appears to juggle its legislative obligations to promote the Sámi languages
with an ongoing ideology in the community that the Sámi languages cannot be seen as
contributing to the contemporary Norwegian nation. To make this argument, the paper firstly
reviews the state’s Sámi language policy to discuss fractures between rhetoric and policy. It
then reports the findings of a case study whereby public online debates over the past five years
about the Sámi languages in a national context were critically analysed. The case study indeed
reveals a vigorous preference to hold the Sámi languages at arm’s length, for reasons such as
that the languages endanger Norwegian identity, that the Sámi do not deserve an indigenous
status, that the Sámi are foreign to Norway and, conversely, that the Sámi do not fulfil their
responsibilities as Norwegian citizens. The paper concludes that a potent Norwegian ideology
against the Sámi languages may explain the state’s reluctance to implement its high-level
policy promises.",,,,,"http://hdl.handle.net/10092/12906",,"en",,"https://creativecommons.org/licenses/by/4.0/",,"cc-by",,,"Holding them at arm’s length: A critical review of Norway’s policy on Sámi language maintenance","Journal Articles",,
"15755","10092/12905",,"Bohnacker, Ute||Lindgren, Josefin||Öztekin, Buket",,,,,,,"2016",,,"This paper investigates vocabulary production in the minority home languages of 40 Turkish-Swedish and 38 German-Swedish bilingual preschoolers aged 4;0–6;11, growing up in Sweden. We explore how age, SES, and exposure via mother-tongue instruction and home language use in the family affect child vocabulary skills. This has not previously been investigated in Sweden. Cross-linguistic Lexical Tasks (CLTs; Haman, Łuniewska & Pomiechowska, 2015) were used to test noun and verb production in Turkish and German. Background information was collected using a parental questionnaire. The two bilingual groups performed equally well in their respective home languages, Turkish and German. There were no effects of age, socio-economic status (SES) or mother-tongue instruction on vocabulary. However, input in the home setting had a clear effect. Children whose parents used the home language to the child and to each other had significantly higher vocabulary production scores. Having additional home-language input providers such as friends also affected the scores. These results from a Swedish context echo findings from studies of other language combinations and reveal the importance of input for the development of expressive vocabulary.",,,,,"http://hdl.handle.net/10092/12907",,"en",,"https://creativecommons.org/licenses/by/4.0/",,"cc-by","Bilingual||CLT (Cross-linguistic Lexical Task)||German||input||preschoolers||Swedish||Turkish||vocabulary",,"Turkish- and German-speaking bilingual 4-to-6-year-olds living in Sweden: Effects of age, SES and home language input on vocabulary production","Journal Articles",,
"15756","10092/12905",,"Cunningham, Una||King, Jeanette||Schalley, Andrea C.||Seals, Corinne A.",,,,,,,"2016",,,"We are excited to present the first papers of the new Journal of Home Language Research. We hope this journal will provide a forum for presentation and discussion of original research from all parts of the world, in all areas related to the study of home languages. Our focus on the home is due to the importance of family and community for the success of intergenerational transmission of minority languages. We define home languages as any languages that are not the majority language(s) of the context and are spoken in the family and/or community. This relates to heritage, migrant and indigenous language transmission, each with their distinctive challenges.",,,,,"http://hdl.handle.net/10092/12908",,"en",,"https://creativecommons.org/licenses/by/4.0/",,"cc-by",,,"Editorial","Journal Articles",,
"16251","10092/12905",,"Schalley, Andrea C.||Eisenchlas, Susana A.||Gagarina, Natalia",,,,,,,"2017",,,"The International Conference on Social and Affective Factors in Home Language Maintenance and Development (HOLM 2016) took place at the Centre for General Linguistics (ZAS) in Berlin in February 2016. Jointly organised by the ZAS and Griffith University (Brisbane, Australia), the conference attracted close to 70 scholars and practitioners interested in home language maintenance and development from over 20 countries. Participants from Australia, Austria, Belgium, Croatia, Finland, France, Germany, Great Britain, Ireland, Japan, Malaysia, Morocco, the Netherlands, New Zealand, Norway, Poland, Portugal, Russia, Spain, Sweden, Switzerland, and Taiwan met over a period of two days to exchange ideas and discuss projects. The conference was initiated by the International Association for Applied Linguistics (AILA) Research Network (ReN) on Social and Affective Factors in Home Language Maintenance and Development, which was founded in 2015.","Conference Report",,,,"http://hdl.handle.net/10092/13529",,"en",,"https://creativecommons.org/licenses/by/4.0/",,"CC-BY",,,"HOLM 2016 – The International Conference on Social and Affective Factors in Home Language Maintenance and Development","Journal Article",,"Journal Article"
"17604","10092/12905",,"Connaughton-Crean, Lorraine||Pádraig, Ó Duibhir",,,,,,,"2017",,,"This qualitative study was undertaken against the backdrop of rapidly increasing levels of immigration to Ireland and a subsequent growing increase in the percentage of children attending Irish primary schools with a first language other than English or Irish, the two official languages of the country. The research investigates the attitudes of a group of first generation minority language children, of various ethnic backgrounds, to home language maintenance and development as well as their experiences of home language use both in school and in the family home. Data were collected from 17 minority language children, aged between 10 and 13 years and living in Ireland for a period of between three and seven years. Data collection methods included focus group interviews and semi-structured individual interviews, during which participants expressed beliefs, opinions and attitudes surrounding language practices. Interviews conducted with four parents of the child participants provided additional data. In addition, an interview with the teacher of a complementary language school for Polish children highlighted the efforts made by the Polish community; the largest non-Irish group in Ireland, to promote home language maintenance in the family. The data show that while the majority of children and parents display positive attitudes to home language maintenance and development, children face challenges in continuing to develop the literacy skills in the home language. The importance of maintaining and continuing to develop the home language for continued communication with extended family members is clear. The need for familial support in relation to the opportunities children have to engage in home language learning is evident. The perceptions of English as a global language and as a valuable asset were evident among both children and parents. There is no provision made for the formal learning of home languages to children in Ireland, and the only opportunity for children to do so is limited to privately run complementary schools, which are not always accessible to all nationalities. Concerns of children and parents regarding continued development in the home language are voiced, and in most cases, these concerns are borne out of a possible return to their native countries.",,,"2537-7043",,"http://hdl.handle.net/10092/14402",,"en",,,"https://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.","home language maintenance||first generation||minority language||majority language||language attitudes||family domain.",,"Home language maintenance and development among first generation migrant children in an Irish primary school: An investigation of attitudes",,,"Journal Article"
"17656","10092/12905",,"Revis, Melanie",,,,,,,"2017",,,"As interest in the field of family language policy is burgeoning, an invitation has been issued to include more diverse families and language constellations. This article responds by presenting family language management data from Ethiopian and Colombian refugee families living in New Zealand. As part of the researcher’s ethnographic involvement in both communities, data was obtained through participant observations, interviews with parents and children, and recordings of naturally-occurring interactions between family members. Findings from both communities differ greatly: While many Ethiopian families used explicit management for their children to speak Amharic in the home, Colombian families tended to prefer laissez-faire policies as they did not direct their children’s language choice. Nevertheless, their children typically spoke Spanish, their heritage language. 
As a theoretical contribution, a model is developed to coherently present the caregivers' choice of language management and their children’s typical language practices. This model helps to uncover similarities and dissimilarities across families and communities. Since families typically moved through different management and practice constellations over time, the model also assists in identifying recurrent family language policy trajectories. The article concludes by drawing practical attention to the need and best timing for informing recent refugees about options and resources concerning intergenerational language transmission.",,,"2537-7043",,"http://hdl.handle.net/10092/14420",,"en",,,"https://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.","family language policy||language management||refugees||Spanish||Amharic",,"Family language policy in refugee-background communities: Towards a model of language management and practices",,,"Journal Article"
"16814","10092/12905",,"Fiorentino, Alice",,,,,,,"2017",,,"This paper investigates adoptive parents’ representations of their children’s birth-language and language negotiation which takes place during early stages of transnational adoption. By drawing on the interview discourse of 20 Italian transnational adoptive parents, in the first part we will focus on the reasons that led parents to use the child’s language with him/her and with orphanage staff during the first contacts in the country of origin. In the second part, the parents reported that they relied both on productive and receptive acquired linguistic knowledge to negotiate linguistic contexts with the child. Language negotiation has been described by the parents as involving the practice of intercomprehension, a plurilingual communicative strategy, which allows participants to speak their first language, while exhibiting receptive competences in the language of the other. Eventually, in the third part, we will describe how the mothers and the fathers rationalized the children’s linguistic transition from their first language to the parents’ language and, finally, we will explore the parents’ discourse around language shift. Examining parents’ perceptions of the role that language plays in the experience of adopting contributes to understanding the negotiation which takes place over the topic of language maintenance in specific contexts where parents and children have divergent linguistic repertoires.",,,,,"http://hdl.handle.net/10092/13788",,"en",,"https://creativecommons.org/licenses/by/4.0/",,"cc-by","transnational adoption||adoptive parents||language negotiation||language maintenance||intercomprehension",,"Strategies for language maintenance in transnational adoption: which role for the parents?","Journal Article",,"Journal Article"
"18176","10092/12905",,"Jin, Fufen||Schjølberg, Synnve||Tambs, Kristian",,,,,,,"2017",,,"This study examines the mother-reported language practice in bilingual English/German-Norwegian, two-parent families in Norway, and explores the effects of (1) parental input patterns, (2) parental gender, and (3) status of the heritage languages (HL), on success of HL transmission and on children’s language use with siblings when the children were age five. Using mother-reported questionnaire data from the Norwegian Mother and Child Cohort Study (MoBa; a national birth cohort in Norway), we collected information about the languages spoken by the children and the home language use of 204 English-Norwegian and 99 German-Norwegian families. The success rate of HL transmission was reported to be 79.9% in English-Norwegian families, and 72.2% in German-Norwegian families. However, less than half of the bilingual children interacted in HL with their siblings. Different parental input patterns were found to have different effects on HL transmission and on children’s HL use with siblings. Additional HL input from the Norwegian parent seemed not only to promote HL transmission, but also increase the probability of children’s HL use with siblings. Mothers being the HL user was associated with higher rates of HL transmission and higher rates of children’s HL use with siblings.",,,"2537-7043",,"http://hdl.handle.net/10092/14580",,"en",,,"https://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.","parental gender effect||HL status||English/German-Norwegian bilingual families||transmission||parental input patterns",,"Parental input patterns and transmission of high-status heritage languages: English and German as heritage languages in Norway",,,"Journal Article"
"18349","10092/12905",,,"Machowska-Kosciak, Malgorzata",,,,,,"2017",,,"The research described in this paper investigates issues related to language socialization of four adolescent Polish immigrant children attending different post-primary schools in Ireland. The focus is on how heritage (Polish) language socialisation goals affect these children’s identity negation as they grow up in a multilingual environment, and as they try to find their place in a new country and society. In particular, this paper examines the ways in which the children construct themselves as authoritative or unauthoritative heritage language speakers
The theoretical background, methodology, and final results are set from the longitudinal study (5 years) involving such students and their families, two of whom also attend weekend Polish schools in addition to mainstream secondary schools. The theoretical and analytical approach combines an Ethnography of Communication approach to data collection and field work, such as participant home and school observations, audio-recordings of children’s interactions with their peers, their teachers and parents, open-ended interviews, children’s samples of school work with Discourse Analysis approaches (Duff, 1995; Davis & Harre 1990, Harre & Langenhove, 1999, Ochs & Capps, 2001).
A particular focus is placed on epistemic, moral and affective stances taken by the children in question. Certain aspects of agency, such as variable participation, allegiances with heritage language peer groups, affective and epistemic stances taken with respect to sociohistorical norms and values of the Polish language and culture are illustrated. The results of the analysis are interpreted in terms of heritage language socialisation (Ochs, Schieffelin, & Duranti, 2011), describing how different educational contexts may influence children’s identity negotiation. This micro-analysis of heritage children language socialisation is contextualized within a more holistic account of the Polish community in Ireland (Singleton, 2007) – a community culturally shaped by, and in turn shaping, wider societal and educational ideologies, values and power relations.",,,,"2537-7043",,"http://hdl.handle.net/10092/14903","en",,,"https://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.",,,"To be like a home extension’: Challenges of language learning and language maintenance - lessons from the Polish-Irish experience",,,"Journal Article"
"13221","10092/11651",,"Foote, Alice",,,,,"2015",,,,,"This literature review uses research informed by disasters including the Christchurch Earthquakes, Hurricane Katrina, Red River floods, War in Israel and natural disasters in Indonesia to identify key aspects within teacher-student relationships which result in an increase in the emotional stability of our students. These aspects include prior knowledge of students and their development, psycho-social interventions and incorporation of the disaster into the curriculum. Teacher-student relationships are highlighted as vital to a child’s healing and resilience after experiencing disaster trauma.",,,"2463-4417",,"http://hdl.handle.net/10092/11450",,"en","University of Canterbury, College of Education, Health and Human Development",,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.","teacher-student relationship||disaster||trauma||responses",,"Importance of teacher-student relationships in response to disaster trauma","Journal Articles",,
"13220","10092/11651",,"Hook, Nicole",,,,,"2015",,,,,"New Zealand Ministry of Education (MoE), has changed their policy for education of students with special needs from segregated to an ideal of inclusion where student are entitled to enrol at a school of their choice and to receive effective educational services. This literature review looks at how special education is viewed by society, how policy changes have affected the outcome of special education and how maintaining a professional relationship between whanau, teachers and allied health workers can ensure inclusive learning environments are developed and maintained.",,,"2463-4417",,"http://hdl.handle.net/10092/11449",,"en","University of Canterbury, College of Education, Health and Human Development",,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.","Special Education||Inclusive Education||Professional Development||Allied Health Professionals",,"Fostering inclusive relationships; students with special needs, whānau, teachers and allied health professionals","Journal Articles",,
"13218","10092/11651",,"Areli, Sione",,,,,"2015",,,,,"This literature review looks at a variety of sources in regards to the topic of the inclusion of indigenous epistemologies within modern pedagogy. The study focusses on Māori epistemologies and is therefore grounded in the New Zealand context. A number of authors are represented in this review and various opinions are supplied.",,,"2463-4417",,"http://hdl.handle.net/10092/11447",,"en","University of Canterbury, College of Education, Health and Human Development",,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.","M?�ori||education||epistemology||indigenous||pedagogy",,"Changing pedagogies: including indigenous epistemologies and inclusive practices","Journal Articles",,
"13237","10092/11651",,"Jones, Graeme||Humphrey-Taylor, Heather||Gledhill, Aimee||Smaill, Erin||Proctor, Olivia||Noetzli, Veronica||Brownlee, Lucy||Sutton, Gareth||Foote, Alice||Hook, Nicole||Smith, Ethan||Areli, Sione||Wells, Corinna||Griffin, Kim||Sinclair, Nathan||Shimasaki, Nicholas||Williamson, Genevieve||Johnson, Sasha||Mehrtens, Nicole||McFadzien, Nicki||Price, Vanessa||Houghton, Christopher||Ewing, Hannah",,"Astall, Chris||Fastier, Murray||Fickel, Letitia",,,"2015",,,,,"Welcome to the inaugural issue of the Journal of Initial Teacher Inquiry. This special issue has a focus on contemporary teaching and learning issues. This journal celebrates inquiry based research as conducted by Initial Teacher Education (ITE) students completing the intensive, one year Master of Teaching and Learning (MTchgLn) course at the University of Canterbury, Christchurch, New Zealand. The MTchgLn is a new initial teacher education qualification with a particular focus on inclusive and culturally responsive teaching and learning in support of Māori and diverse learners, including Pasifika youth, students for whom English is a second language, those from low-socioeconomic backgrounds and those who experience special learning needs (i.e. Ministry of Education defined ‘priority’).",,,"2463-4417",,"http://hdl.handle.net/10092/11471",,"en","University of Canterbury, College of Education, Health and Human Development",,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.",,,"Journal of Initial Teacher Inquiry, Volume 1 November 2015","Journal Articles",,
"13216","10092/11651",,"Griffin, Kim",,,,,"2015",,,,,"Each and every individual have their own unique idiosyncrasies that they have picked up through life. These 'dispositions' are the reasons why we do what we do in any given context. Becoming aware of your dispositions and finding out the reasons why you think and act in a certain way is an important competency to learn in teacher education programmes. Imparting knowledge to students effectively is one of the most fundamental aspects of a teacher’s domain. However, what if this skill wasn’t being effectively taught or assessed? What would be the implications for pre-service teachers not including this aspect sufficiently? Ten articles on the issue surrounding dispositions within education have been used to collate this literature review. The sources used are from journal articles, literature reviews, and education documents. These were found searching by searching the terms “dispositions”, “teacher training”, and “teacher standards.",,,"2463-4417",,"http://hdl.handle.net/10092/11445",,"en","University of Canterbury, College of Education, Health and Human Development",,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.","dispositions||pre-service teacher||awareness",,"Building awareness of pre-service teachers' dispositions - challenges for teacher educationoom","Journal Articles",,
"13224","10092/11651",,"Noetzli, Veronica",,,,,"2015",,,,,"Restorative justice practices aim to deal with negatively impacting behaviours in a context of respect and understanding. This results in the peaceful resolution of conflict, the restoration of respectful relationships and the development of emotional literacy and social awareness. Based on this literature review, schools that use restorative practices nurture cultures of safety, respect and inclusion. It is also culturally responsive towards Maori learners and aligns with aspects of the Treaty of Waitangi. Schools that employ these practices are fertile sites for fostering a community and society that replicates these values. Challenges still remain around the correct implementation and use of these practices in schools and also, if, or how, restorative principles could be part of students' formal education.",,,"2463-4417",,"http://hdl.handle.net/10092/11454",,"en","University of Canterbury, College of Education, Health and Human Development",,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.","restorative justice||restorative practice||restoring relationships",,"Implications of using restorative justice practices in schools to restore broken relationships","Journal Articles",,
"13208","10092/11651",,"Houghton, Christopher",,,,,"2015",,,,,"M?ori and Pasifika students have historically made up a large number of those ākonga that underachieve within formal education in New Zealand. The gap in achievement between M?ori, Pasifika and other ethnicities identified in Aotearoa is alarming and consideration of current assessment practice is necessary. This article explores the possible reasons for this disparity in achievement, problematising the practice of standardised testing, the measurement of ‘success’, and what cultural bodies of knowledge are valued in the development of assessment and the classroom environment. Further this article seeks to demonstrate how certain culturally responsive frameworks of teaching and learning, such as more effective use of formative assessment, can be implemented to encourage all ākonga, including Māori and Pasifika, to be actively engaged in their learning and achievement.",,,"2463-4417",,"http://hdl.handle.net/10092/11437",,"en","University of Canterbury, College of Education, Health and Human Development",,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.","assessment||Māori and Pasifika learners||culturally responsive practice",,"Underachievement of Māori and Pasifika learners and culturally responsive assessment","Journal Articles",,
"13207","10092/11651",,"Ewing, Hannah",,,,,"2015",,,,,"There is abundant evidence that demonstrates that individuals’ intellectual performance is undermined in situations that remind them that they are stereotyped which is causing them to underperform (Schmader, 2010). This phenomenon has been identified as stereotype threat (ST). Research shows that students from disadvantaged minority groups experience poorer achievement outcomes than students who are provided with equal academic opportunities. In education, it is important to understand how ST affects the performance of stereotyped students (Taylor & Walton, 2011). Reminders of negative stereotypes create questions of self-perception and uncertainty about one’s abilities. This process of suppressing negative thoughts and feelings manifest a fear of confirming the stereotype, which impairs cognitive ability and causes anxiety that affects performance during assessments. Fortunately, evidence suggests that value affirmation can help eliminate the negative effects of ST on assessment and learning (Taylor & Walton, 2011). However, more evidence on how to teach students to feel more competent at school is needed.",,,"2463-4417",,"http://hdl.handle.net/10092/11436",,"en","University of Canterbury, College of Education, Health and Human Development",,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.","stereotype||stereotype threat||assessment||anxiety||value affirmation||minority groups",,"Stereotype threat and assessment in schools","Journal Articles",,
"13206","10092/11651",,"Astall, Chris||Fastier, Murrary||Fickel, Letitia",,,,,"2015",,,,,"Welcome to the inaugural issue of the Journal of Initial Teacher Inquiry. This special issue has a focus on contemporary teaching and learning issues. This journal celebrates inquiry based research as conducted by Initial Teacher Education (ITE) students completing the intensive, one year Master of Teaching and Learning (MTchgLn) course at the University of Canterbury, Christchurch, New Zealand. The MTchgLn is a new initial teacher education qualification with a particular focus on inclusive and culturally responsive teaching and learning in support of Māori and diverse learners, including Pasifika youth, students for whom English is a second language, those from low-socioeconomic backgrounds and those who experience special learning needs (i.e. Ministry of Education defined ‘priority’).",,,"2463-4417",,"http://hdl.handle.net/10092/11435",,"en","University of Canterbury, College of Education, Health and Human Development",,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.",,,"Editorial, Volume 1, November 2015","Journal Articles",,
"13212","10092/11651",,"Johnson, Sasha",,,,,"2015",,,,,"Educational reforms are often based on the assumption that education, particularly in STEM areas, is the key to international competitiveness. This is valid to some degree, however, there are many other aspects that contribute to international competitiveness. Additionally, international competitiveness in an age of globalisation is considered by some to be a dated, neoliberal dream reminiscent of Cold War ideologies. Standardised assessment, particularly at the international level, is used to measure competitiveness and rank countries accordingly. Although assessment data at the international level can be useful for countries, particularly when it comes to educational reform and policy decisions, it is arguable that the 'hard' skills measured by these types of assessments are not necessarily the skills that will be useful and valuable to today's (and tomorrow's) learners",,,"2463-4417",,"http://hdl.handle.net/10092/11441",,"en","University of Canterbury, College of Education, Health and Human Development",,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.","secondary education||international competitiveness||assessment||benchmarking",,"Education and international competitiveness","Journal Articles",,
"13211","10092/11651",,"Mehrtens, Nicole",,,,,"2015",,,,,"Many education systems are increasing accountability measures through imposing standardised assessment practices. Assessment can have a significant impact on a young person's development therefore it is essential to explore implications of assessment for accountability. This review summarises key themes in contemporary literature regarding the implications of high-stakes imposed testing for accountability at primary level. The level of accountability within the New Zealand education model is then discussed.",,,"2463-4417",,"http://hdl.handle.net/10092/11440",,"en","University of Canterbury, College of Education, Health and Human Development",,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.","standardised assessment||accountability||primary education||implications",,"Implications of imposed nationwide testing (for accountability) on primary student learning","Journal Articles",,
"13210","10092/11651",,"McFadzien, Nicki",,,,,"2015",,,,,"Teaching in the 21st century has begun to shift from a pedagogy which views the teacher as the bearer of all knowledge to an approach that values ako, reciprocal learning. Both formative and summative assessments are influential in teaching but it is how we use the knowledge gained that is important. Literature surrounding effective feedback points to benefits for both the learner and teacher. Feedback is where the future learning begins and without it, assessment purely states where children are at in a point in time. Analysis of the assessment helps inform the required feedback and therefore the learning steps for the students to achieve their goals. While feedback is not strictly assessment, it is the essential element in turning assessment into a tool for future learning. This literature review will be focusing on what constitutes effective feedback and why it is so critical in teaching and learning","Teaching in the 21st century has begun to shift from a pedagogy which views the teacher as the bearer of all knowledge to an approach that values ako, reciprocal learning. Both formative and summative assessments are influential in teaching but it is how we use the knowledge gained that is important. Literature surrounding effective feedback points to benefits for both the learner and teacher. Feedback is where the future learning begins and without it, assessment purely states where children are at in a point in time. Analysis of the assessment helps inform the required feedback and therefore the learning steps for the students to achieve their goals. While feedback is not strictly assessment, it is the essential element in turning assessment into a tool for future learning. This literature review will be focusing on what constitutes effective feedback and why it is so critical in teaching and learning",,"2463-4417",,"http://hdl.handle.net/10092/11439",,"en","University of Canterbury, College of Education, Health and Human Development",,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.","effective feedback||teaching and learning||reflection||student success||reciprocal learning",,"Why is effective feedback so critical in teaching and learning?","Journal Articles",,
"13209","10092/11651",,"Price, Vanessa",,,,,"2015",,,,,"This paper explores issues surrounding the effectiveness and rationale of use of summative and formative assessment. Summative assessment is effective for informing third parties of student achievement in comparable methods. However this creates high-stake pressures, which can have negative influences on student performance. Formative assessment is generally perceived as effective for developing students as lifelong learners, the variations in literary definitions and assessment design guidelines result in confusing implementation and effectiveness. To alleviate issues of effectiveness and comparability, an integration of summative and formative assessment may produce more idealistic assessment design parameters.",,,"2463-4417",,"http://hdl.handle.net/10092/11438",,"en","University of Canterbury, College of Education, Health and Human Development",,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.",,,"Exploring effectiveness and rationale of different assessment types","Journal Articles",,
"13230","10092/11651",,"Jones, Graeme",,,,,"2015",,,,,"Bullies, victims and bully/victims were more likely to experience the authoritarian style of parenting. The authoritative parenting style was significant in creating non-bullies and non-victims. This critical analysis examines eight studies and considers the effects of family variables, including secure and insecure attachment, family disharmony, and socioeconomic status on school bullying.",,,"2463-4417",,"http://hdl.handle.net/10092/11459",,"en","University of Canterbury, College of Education, Health and Human Development",,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.","School bullying||families||parenting styles||socioeconomic status",,"The effects of family variables on school bullying","Journal Articles",,
"13229","10092/11651",,"Humphrey-Taylor, Heather",,,,,"2015",,,,,"While parental involvement in students’ education has long been known to be effective and is encouraged by both the literature and policy, consistent parental involvement has not yet been achieved. This review investigates potential barriers to parental involvement, including those for minority and disabled parents, and offers suggestions to overcome these barriers. Moreover, differences between rhetoric and the reality of parental involvement, including contradictions at the political level, are challenges that are discussed. Finally, the different types of parental involvement (home-based and school-based) are evaluated for their effectiveness on student achievement.",,,"2463-4417",,"http://hdl.handle.net/10092/11458",,"en","University of Canterbury, College of Education, Health and Human Development",,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.","Parental Involvement||Parent-school Relationships||Minority parents||Parents with Disabilities",,"Barriers to parental involvement in their children’s education","Journal Articles",,
"13226","10092/11651",,"Smaill, Erin",,,,,"2015",,,,,"Developing effective partnerships between parents and teachers are recognised as an effective way of supporting and maintaining student achievement. This critical literature review explores the power relationships that underpin such partnerships and greatly contribute to their success. It will begin by recapping the history of parent-teacher power relationships and looking at examples of the arguments both for and against more parental power in schools. It will then look at school board of trustees as a particularly New Zealand example of attempting to improve parental power and discuss why both these and parent-teacher interviews may fail to meet their projected goals. Finally it will elaborate on some of the suggestions that have been made on improving the power relationships between parents and teachers in order to support partnerships that benefit the student.",,,"2463-4417",,"http://hdl.handle.net/10092/11456",,"en","University of Canterbury, College of Education, Health and Human Development",,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.","Power-relations||Parent-school relationships||Spheres of influence||Parental involvement",,"How much is too much? Partnerships and power relationships between parents and schools","Journal Articles",,
"13225","10092/11651",,"Proctor, Olivia",,,,,"2015",,,,,"The New Zealand Curriculum (2007) puts forward the goal of promoting lifelong learning. A teacher may work as mediator to facilitate this goal by providing students opportunities to explore issues which relate to society and real life experiences. Teaching and discussing controversial issues is an essential element for the development of citizenship education (Misco, 2012). Citizenship education may be defined as teaching students to be critical thinkers, engage and participate in matters concerning society (Chikoko, Gilmour, Harber & Serf, 2011). Simply discussing controversial issues in the classroom we can begin to develop these skills. However ‘what is a controversial issue’ is subject to change largely due to the wider context in which a school may lie (Misco, 2012). Teachers play a crucial role in citizenship education and how controversial issues may be addressed with in the classroom (Moore, 2012). Recent studies have shown teachers understand the importance of teaching controversial issues. Yet, many feel uncomfortable and ill-equipped to effectively address these issues within the classroom (Byford, Lennon & Russell, 2009) resulting in a loss of opportunity to develop citizenship among students (Byford et al 2009).",,,"2463-4417",,"http://hdl.handle.net/10092/11455",,"en","University of Canterbury, College of Education, Health and Human Development",,"http://creativecommons.org/licenses/by/4.0/","Creative Commons Attribution 4.0 International License.","teaching||citizenship||controversial issues||education",,"Teaching controversial issues and developing citizenship among students","Journal Articles",,
