id,collection,dc.contributor.advisor[],dc.contributor.author,dc.contributor.author[],dc.contributor.editor[],dc.date.issued[en],dc.description.abstract[en],dc.description[en],dc.identifier.citation[en],dc.identifier.isbn,dc.identifier.isbn[],dc.identifier.issn,dc.identifier.issn[],dc.identifier.uri,dc.identifier.uri[],dc.language.iso[en],dc.language[],dc.publisher[],dc.publisher[en],dc.rights.uri[],dc.rights[en],dc.source.uri[en],dc.subject.anzsrc[en],dc.subject[en],dc.title.alternative[en],dc.title[en],dc.type,dc.type[en],thesis.degree.discipline[en],thesis.degree.grantor[en],thesis.degree.level[en],thesis.degree.name[en],uc.college[en],uc.email[en],uc.number[],uc.publicationid[]
"17231","10092/13759",,"Beer, Kate",,,"2011","The Southern Ocean or sub-Antarctic islands are broadly defined as the island
archipelagos falling between 30o and 60o south. These islands are greatly
influenced by their proximity to the Antarctic continent, but form a unique
bioregion. The islands are characterised by low species diversity, but with high
levels of endemism. They are also key breeding locations for Southern
Hemisphere seabirds.
Historically the sub-Antarctic islands have been isolated from human
populations so were late to be discovered and rarely visited since then. However
the islands were not immune to outside influence as first sealing industries
exhausted the fur and elephant seal populations, and second the early settlers
introduced non-native species that preyed upon island fauna and/or destroyed
vegetation and habitats.
In the present day, a number of these non-native species continue to
wreck havoc on the islands, and they are widely recognised as the single largest
threat to the biological integrity of the Southern Ocean islands. Other notable
threats are human visitation, wildlife disease, and climate change. Of course, all
these factors are inextricably linked, and impossible to consider in isolation. The
potential for pest and disease incursion increases in a warming world, and
increased tourism pressures in the Antarctic region mean there is also an
increased interest in visiting the sub-Antarctic islands.
Intensity of management efforts in the past thirty years has varied across
the island groups, with different governing bodies taking different approaches to
making and initiating management decisions. The global significance of many of
the islands has been recognised through designation as World Heritage sites.
Statutory management plans have increasingly been seen as crucial to guiding
island management outcomes, and now nearly every island group has a guiding
document of some sort. The most tangible management efforts have focussed on
ecosystem restoration through the eradication of non-native species, mostly
mammals. New Zealand has been a world leader in this area, particularly
regarding the removal of rodents from relatively large islands using aerial poison
drops.
In the past five years there have been calls to reconcile management of
Southern Ocean islands at an international level. Currently all the islands are
managed independently by the respective territorial governing body. For the
long term success of conservation management it is integral that island
managers are encouraged to work together and openly communicate about
management successes (and failures). Recent collaborations where New Zealand
staff have assisted on eradication projects elsewhere provide hope for this, and
since 2006 there have been two International Forums on the sub-Antarctic held
in Hobart, Tasmania, with a third to be held this year. The Southern Ocean region
is gaining recognition both in its own right and as an important place to study
and manage as an indicator of climate change and global systems health.
While examples are drawn from a number of island groups, the case
studies focus on the Australian islands of Macquarie and Heard/ McDonald; the
United Kingdom administered South Georgia, and the five New Zealand island
groups: Antipodes, Auckland, Bounty, Campbell, and Snares.",,,,,,,"http://hdl.handle.net/10092/14167",,"en","English",,,,"All Rights Reserved",,,,,"Conserving the forgotten latitudes: approaches to wildlife management on Southern Ocean islands",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"17357","10092/13759",,"Boniface, Nick",,,"1999","There has been a recent increase in 'Environmental Monitoring' activities globally, and Antarctica has been no exception- Information from most places globally in some form is desired to know what effect people have on the world we live in. Information is also required about the state of the environment from the global to the local scale so to judge the quality of air breathed and water used by people, the nature of the atmosphere, the health of the forests and the productivity ofthe world's oceans... It seems that all aspects of the environment are being studied somewhere, and in some way... Antarctica is still considered relatively pristine and Environmental Monitoring seems even more impoltant to understand the existing conditions to be able to predict changes and impacts from the human presence on this continent. This Antarctic Studies course had a multi-disciplinary approach in the lectures and the field work, teaching all participants about aspects of Antarctica, and the world in general, in a nature that extended thinking and interest beyond the individuals background / academic discipline. The Individual Project for this course however was required to 'reflect your academic and / or professional interests.' My academic background is principally in Physical Geography, and 1 am currently studying towards a B.Sc (Hons) in Geography at the University of Canterbury. During my studies, I have also taken papers in Chemistry, Geological Hazards and various aspects of Biology, so have a general interest in environmental sciences, my degree I have had limited exposure to the concepts and methods of environmental monitoring, the idea and use of environmental indicators or environmental impact assessment. This topic has enabled me to extend my knowledge and experiences, and has also made me realise that my Department may need to improve areas of its teaching. The topic of this project does reflect my academic background though, as Geography is one of several disciplines involved with environmental management. Maybe more importantly though, it reflects my individual interests which include environmental interpretation and management. The topic of this repolt has developed since the initial discussions and ideas quite considerably. The initial topic was suggested by John Hay, Course Coordinator for this Antarctic Studies course, as it was something I could work on and develop that reflected my background, that extended my thinking and knowledge, and that had an Antarctic aspect to it. Originally, I began looking at the use of Environmental Indicators in Antarctica and the 'Pressure-State-Response' (PSR) concept being used in State of the Environment Reporting' (SOE Reporting). These 'M2re areas I knew virtually nothing about. There has been a recent increase in 'Environmental Monitoring' activities globally, and 
 Antarctica has been no exception- Information from most places globally in some form is 
 desired to know what effect people have on the world we live in. Information is also 
 required about the state of the environment from the global to the local scale so to judge 
 the quality of air breathed and water used by people, the nature of the atmosphere, the 
 health of the forests and the productivity ofthe world's oceans... It seems that all aspects 
 of the environment are being studied somewhere, and in some way... Antarctica is still 
 considered relatively pristine and Environmental Monitoring seems even more impoltant 
 to understand the existing conditions to be able to predict changes and impacts from the 
 human presence on this continent. 
 This Antarctic Studies course had a multi-disciplinary approach in the lectures and the 
 field work, teaching all participants about aspects of Antarctica, and the world in general, 
 in a nature that extended thinking and interest beyond the individuals background / 
 academic discipline. The Individual Project for this course however was required to 
 'reflect your academic and / or professional interests.' My academic background is 
 principally in Physical Geography, and 1 am currently studying towards a B.Sc (Hons) in 
 Geography at the University of Canterbury. During my studies, I have also taken papers 
 in Chemistry, Geological Hazards and various aspects of Biology, so have a general 
 interest in environmental sciences, my degree I have had limited exposure to the 
 concepts and methods of environmental monitoring, the idea and use of environmental 
 indicators or environmental impact assessment. This topic has enabled me to extend my 
 knowledge and experiences, and has also made me realise that my Department may need 
 to improve areas of its teaching. The topic of this project does reflect my academic 
 background though, as Geography is one of several disciplines involved with 
 environmental management. Maybe more importantly though, it reflects my individual 
 interests which include environmental interpretation and management. 
 The topic of this repolt has developed since the initial discussions and ideas quite 
 considerably. The initial topic was suggested by John Hay, Course Coordinator for this 
 Antarctic Studies course, as it was something I could work on and develop that reflected 
 my background, that extended my thinking and knowledge, and that had an Antarctic 
 aspect to it. Originally, I began looking at the use of Environmental Indicators in 
 Antarctica and the 'Pressure-State-Response' (PSR) concept being used in State of the 
 Environment Reporting' (SOE Reporting). These 'M2re areas I knew virtually nothing 
 about.",,,,,,,"http://hdl.handle.net/10092/14283",,"en","English",,,,"All Rights Reserved",,,,,"Environmental Indicators, Monitoring and Auditing in the Ross Sea Region, Antarctica",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"17270","10092/13759",,"McCarthy, Peter",,,"2008","This paper examines the legal obligations for New Zealand Police to respond to
incidents or investigate incidents or accidents occurring in the ‘New Zealand territory’
in Antarctica as defined by New Zealand legislation from our ratification of The Treaty
and subsequent enactment of the Antarctic Act in 1960. The key agreements of the
Treaty are listed and discussed with sovereignty issues. Case studies outline
previous incidents and accidents and attempt to highlight potential conflicts. Current
best practice by Antarctic New Zealand in managing risk is examined. The success
of current enforcement and future response to incidents or accidents occurring
particularly with injury or death are discussed and recommendations made as
appropriate. Several recommendations are drawn from the conclusions.",,,,,,,"http://hdl.handle.net/10092/14204",,"en","English",,,,"All Rights Reserved",,,,,"Police Response to Antarctica",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"17331","10092/13759",,"Seo, Jessica",,,"2002","This project for the 2001/2002 Graduate Certificate of Antarctic Studies was derived from two of my deep interests. Firstly, I wanted to introduce Antarctic Studies into the Korean school system and secondly I had a desire to generate interest about Antarctica in our next generation. Actually when I was in Korea I did not know much about Antarctica. Living in New Zealand, I became more and more aware of Antarctica's importance. From 2000, I gathered all the information I could about Antarctica, read books and visited museums, and eventually embarked upon the Anta 101 course at the University of Canterbury in 2001. After finishing my course, I had a really exciting opportunity to actually touch this pristine world this summer. The experiences that I gained and collected in Antarctica will be utilized to promote teaching resources and tools. Antarctica has been the source of many observations. e.g. ""Antarctica is a global barometer,"" ""Antarctica is a warning beacon for global change,"" or ' 'It is a unique laboratory for the study of global processes."" We cannot over-emphasise Antarctica's importance. This project started to look at ""Trends of Antarctic Science"" world-wide. Unquestionably science is the dominant activity in Antarctica within a peaceful context. This project will attempt to introduce Antarctic Studies to the 7th New Reform Korean School curriculum. This project for the 2001/2002 Graduate Certificate of Antarctic Studies was derived 
 from two of my deep interests. 
 Firstly, I wanted to introduce Antarctic Studies into the Korean school system and 
 secondly I had a desire to generate interest about Antarctica in our next generation. 
 Actually when I was in Korea I did not know much about Antarctica. 
 Living in New Zealand, I became more and more aware of Antarctica's importance. 
 From 2000, I gathered all the information I could about Antarctica, read books and 
 visited museums, and eventually embarked upon the Anta 101 course at the 
 University of Canterbury in 2001. After finishing my course, I had a really exciting 
 opportunity to actually touch this pristine world this summer. The experiences that I 
 gained and collected in Antarctica will be utilized to promote teaching resources and 
 tools. 
 Antarctica has been the source of many observations. e.g. ""Antarctica is a global 
 barometer,"" ""Antarctica is a warning beacon for global change,"" or ' 'It is a unique 
 laboratory for the study of global processes."" We cannot over-emphasise Antarctica's 
 importance. 
 This project started to look at ""Trends of Antarctic Science"" world-wide. 
 Unquestionably science is the dominant activity in Antarctica within a peaceful 
 context. This project will attempt to introduce Antarctic Studies to the 7th New 
 Reform Korean School curriculum.",,,,,,,"http://hdl.handle.net/10092/14258",,"en","English",,,,"All Rights Reserved",,,,,"Introduction and Extension of Antarctic Studies into the Korean School Curriculum",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"17305","10092/13759",,"Rae, Andrew",,,"2003","The reasons for the Antarctic mapping have changed over time. By studying these reasons, it can be seen that mapping and surveying are strongly dependant on what resources Antarctica is perceived to have. Five reasons for Antarctic mapping were concluded. 1. NO economic resources Of value therefore there is little money from Governments mapping and surveying. 2. Antarctica has potential resources therefore, there are government funds available for surveying and mapping for territories. 3. Antarctica is seen as a scientific resource and therefore mapping and surveying focuses protecting the environment and science. 4. Antarctica is seen as a political resource as it provides stability and therefore mapping is encouraged at an international level to prevent nationalism. Since technology is changing new resources are becoming available these will ultimately determine the activities in area of Mapping and Surveying occur. The reasons for the Antarctic mapping have changed over time. By studying 
 these reasons, it can be seen that mapping and surveying are strongly 
 dependant on what resources Antarctica is perceived to have. Five reasons 
 for Antarctic mapping were concluded. 
 1. NO economic resources Of value therefore there is little money from 
 Governments mapping and surveying. 
 2. Antarctica has potential resources therefore, there are government 
 funds available for surveying and mapping for territories. 
 3. Antarctica is seen as a scientific resource and therefore mapping and 
 surveying focuses protecting the environment and science. 
 4. Antarctica is seen as a political resource as it provides stability and 
 therefore mapping is encouraged at an international level to prevent 
 nationalism. 
 Since technology is changing new resources are becoming available these 
 will ultimately determine the activities in area of Mapping and Surveying 
 occur.",,,,,,,"http://hdl.handle.net/10092/14237",,"en","English",,,,"All Rights Reserved",,,,,"Antarctic Maps and their Reason for Existence",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"17209","10092/13759",,"McArthur, Nicky",,,"2013","This project reviews the work of five New Zealand visual artists who have visited Antarctica. Four
travelled as part of an Antarctic Arts Fellowship from Antarctica New Zealand and one New
Zealander travelled as part of the United States science program.
It includes a short survey of some official artists‟ programs to Antarctica from around the world,
looking in particular at the brief given to their selected artists, the expectations regarding artists‟
participation in these programs and the desired outcomes of having been accepted and given
funding to travel to Antarctica as an Arts Fellow, in order to provide a comparison with the
Antarctica New Zealand Arts Fellowship program which is then described.
This review of artists‟ programs selects a small representative sample of New Zealand artists who
have travelled to Antarctica. The selection of this sample takes into consideration comparative
media and the different styles of artworks. I am especially interested in the evolution of artists‟
works and where possible chose artists who appear to have been most impacted by their Antarctic
experience, based on the artists‟ biographies and discussions with the artists themselves.
I conducted semi-structured interviews with the chosen artists and this project reviews the
outcomes from these discussions, drawing comparisons between the artists. The review looks at
what artists gain from their experience of Antarctica, exploring their personal objectives, their
methods, their insights and how they translated these into outcomes that led up to the final works
exhibited relating directly to their visit to Antarctica.
Finally I will explore how the artists personally view the outcomes following their visit to Antarctica,
with a discussion of how these artists consider their visit has impacted on them and their work up
until the present day.",,,,,,,"http://hdl.handle.net/10092/14145",,"en","English",,,,"All Rights Reserved",,,,,"A comparative review of selected NZ artists who have visited Antarctica",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"17316","10092/13759",,"Braybn, Lars",,,"2002","Geographical Information Systems (GIS) are a useful tool for presenting and analysing scientitic and management information. GIS is often seen as just a cartographic tool, however, this is just a small part of its functionality. It is envisaged that GIS could be an important tool for a proposed international latitudinal gradient reseawh initiative along Victoria Land, Antarctica, coordinated by the New Zealand, Italian and United States Antarctic programs. There are a large number of GIS data sets available for Victoria Land and these are described online through the Antarctic Master Directory. The Antarctic Digital Database contains several important topographical layers. These data sets are displayed in this paper so that the detail of them can be assessed. These data sets are of ""general purpose"" quality and could provide a geo-spatial ""backbone"" for additional scientific information. Another important data set is the 50-m interval elevation contours of the Dry Valleys, which are archived by Gateway Antarctica at the University of Canterbury. In preparing for the Victoria Land latitudinal gradient initiative, this paper assesses: (a) GIS data availability and accessibility for Victoria Land; (b) examples of adding information to the Antarctic Digital Database using ArcView; and (c) examples of topographic and terrain data analyses using Digital Elevation Model manipulations for biodiversity mapping. Geographical Information Systems (GIS) are a useful tool for presenting and analysing scientitic 
 and management information. GIS is often seen as just a cartographic tool, however, this is just a 
 small part of its functionality. It is envisaged that GIS could be an important tool for a proposed 
 international latitudinal gradient reseawh initiative along Victoria Land, Antarctica, coordinated by 
 the New Zealand, Italian and United States Antarctic programs. There are a large number of GIS 
 data sets available for Victoria Land and these are described online through the Antarctic Master 
 Directory. The Antarctic Digital Database contains several important topographical layers. These 
 data sets are displayed in this paper so that the detail of them can be assessed. These data sets are of 
 ""general purpose"" quality and could provide a geo-spatial ""backbone"" for additional scientific 
 information. Another important data set is the 50-m interval elevation contours of the Dry Valleys, 
 which are archived by Gateway Antarctica at the University of Canterbury. In preparing for the 
 Victoria Land latitudinal gradient initiative, this paper assesses: (a) GIS data availability and 
 accessibility for Victoria Land; (b) examples of adding information to the Antarctic Digital 
 Database using ArcView; and (c) examples of topographic and terrain data analyses using Digital 
 Elevation Model manipulations for biodiversity mapping.",,,,,,,"http://hdl.handle.net/10092/14246",,"en","English",,,,"All Rights Reserved",,,,,"Geographic Information Systems (GIS) Applications for the Victoria Land, Antarctic, Latitudinal Gradient Initiative",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"17347","10092/13759",,"Seale, Joyce",,,"2001","The navigational instruments and methods during the early 1900s provided a challenge for the organisation of an expedition to the South Pole. Navigational techniques had not changed radically since the time of James Cook and his voyages to locate the great southern continent. The instruments and methods of the early 1900s had to be adapted to be used in the extreme Antarctic conditions. The obvious conditions to addressed are the extreme cold and the effects it had on the instruments and the limitations of using a magnetic compass in IX)lar regions. ""Ille navigational instruments and methods used on Amundsen and Scott expeditions will be compared. This paper will explore the choices Of their instruments and methods along with the impact that those choices had on the success of their individual expeditions to arrive and fix the location of the South Pole. The navigational instruments and methods during the early 1900s provided a challenge 
 for the organisation of an expedition to the South Pole. Navigational techniques had not 
 changed radically since the time of James Cook and his voyages to locate the great 
 southern continent. The instruments and methods of the early 1900s had to be adapted to 
 be used in the extreme Antarctic conditions. The obvious conditions to addressed are 
 the extreme cold and the effects it had on the instruments and the limitations of using a 
 magnetic compass in IX)lar regions. ""Ille navigational instruments and methods used on 
 Amundsen and Scott expeditions will be compared. This paper will explore the choices Of 
 their instruments and methods along with the impact that those choices had on the 
 success of their individual expeditions to arrive and fix the location of the South Pole.",,,,,,,"http://hdl.handle.net/10092/14273",,"en","English",,,,"All Rights Reserved",,,,,"Navigational instruments and methods for the Amundsen and Scott expeditions to the South Pole.",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"17350","10092/13759",,"Falconer, Tamsin",,,"2000","Heritage can be described as a process of determining what we wish to pass on to future generations. This project aims to contribute to the debate about what New Zealand and its Antarctic community values as heritage. To date, the Antarctic community has been willing to recognise and protect its heritage, though it has been somewhat selective in doing so. The TAE Hut points to a key period in New Zealand's Antarctic history and is rapidly becoming part Of our heritage. What is the best future for the TAE Hut? This project examines future options for the TAE Hut. What are the debates around the TAE Hut — what values are What precedents are there for managing and preserving this historic building and in what ways are they applicable? What are the options for the future and the debates that should be had? Heritage can be described as a process of determining what we wish to pass on to future 
 generations. This project aims to contribute to the debate about what New Zealand and its 
 Antarctic community values as heritage. To date, the Antarctic community has been willing to 
 recognise and protect its heritage, though it has been somewhat selective in doing so. The 
 TAE Hut points to a key period in New Zealand's Antarctic history and is rapidly becoming 
 part Of our heritage. What is the best future for the TAE Hut? 
 This project examines future options for the TAE Hut. What are the debates around the TAE 
 Hut — what values are What precedents are there for managing and preserving 
 this historic building and in what ways are they applicable? What are the options for the future 
 and the debates that should be had?",,,,,,,"http://hdl.handle.net/10092/14276",,"en","English",,,,"All Rights Reserved",,,,,"The TAE Hut",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"17294","10092/13759",,"Fortune, David",,,"2006","In February 2001 David Given completed a Scoping Report for the Christchurch Botanic Gardens,
which gave details of a Gondwana Project [Appendix Three].
This outlined the proposals for an area of the Christchurch Botanic Gardens for a Gondwana
Section linking, particularly, the plants of the former southern continent.
Money has been set aside for the development of this area [shown in Appendix 1]. The final project
will involve many completely new plantings and the moving of several other plants, some
earthworks, a long time frame and new information displays. After an initial discussion with Jeremy
Hawker, Operations Manager, Christchurch Botanic Gardens and with Angus Allen, Plant Curator,
we decided on some practical, achievable goals to continue with the work of the late David Given.
The aim of this project is to set up some educational aspects for this Gondwana Project which can
be incorporated in the final display, taking into account that this will be a major project for the
Botanic Gardens. In particular it was decided to try and link different aspects of Gondwana and to
try and make the information available at different levels to the whole public as it is also near the
Children’s Playground. It is desired that children and adults gain knowledge and information as
they go through the Gondwana area display, as well as it being an interesting area with a wide
variety of different plants and displays.
Gondwana (“Land of the Gons” – a tribe in India 3
) was first named by Eduard Suess, an Austrian
geologist, describing some of the formations in central India which show typical developments of
shared geological features. This concept was further developed by a German scientist, Alfred
Wegener 1
. He envisioned a single great land mass Pangaea, consisting of a Southern land mass
Gondwana to the South and Laurasia to the north1 2 . His work was partly based on the physical
shape of the different continents “fitting” together, with western Africa fitting against eastern South
America.
The more recent evidence linking the different parts of the former Gondwana has come from
geological features, flora fossils and fauna fossils.
I have initially described some of these in the next three different chapters.
As the Botanic Gardens Gondwana plan is not yet designed or laid out, I cannot describe the
illustration methods and links for the different part of the project. These must be done with a
common system for all plants, materials and links when the project is more advanced.
The whole project should have a brochure with a map for people to follow and gain further
knowledge, if they wish. The material set out here is available to be inserted in the brochure when
further details of plantings, pathways and features are decided upon.
I have set out background knowledge, some of which will be transferred to the project brochure, in
sections 1, 2 and 3, followed by my suggestions for specific parts of the project.
In each case I have set these up electronically so they can be transferred to information boards, or
smaller information posts like the fossil connections and the botanic origins connections.
The aim was to create a series of such ideas, in consultation with Jeremy Hawker, that could be
used directly in the Gondwana project.",,,,,,,"http://hdl.handle.net/10092/14227",,"en","English",,,,"All Rights Reserved",,,,,"Gondwana Project for Christchurch Botanic Gardens",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"17359","10092/13759",,"Downer, Kate",,,"1999","• What is Antarctica A close look at the Antarctic region Students- create a physical and biological Antarctic region Possible scenarios to the fate of the Antarctic region The Place of Science Students solve world problems by discovering scientific information Within the Antarctic region Positive and negative impacts are •dentified We Need Each Other a) Inspection of the connecti ie Within an ecosystem Interdependence of s b) Pyramid of Life Structure of a food chain c) Keeping it in Balance Balance Of an ecosystem • Why is the Antarctic Ecosystem so Fragile? a) Breeding Maturity c Susceptibility of sp cient9 impacts due to the long length of time it takes Antarctic specie to reabh breeding maturity b) A Mixed up Bunch - Susceptibility of spe impacts due to juvenile and adult sp •el ving in the same area • Resource Management Natural and unnatural resource management strategies within the Antarctic region • What is Antarctica 
 A close look at the Antarctic region 
 Students- create a physical and biological Antarctic region 
 Possible scenarios to the fate of the Antarctic region 
 The Place of Science 
 Students solve world problems by discovering scientific information Within 
 the Antarctic region 
 Positive and negative impacts are •dentified 
 We Need Each Other 
 a) Inspection of the connecti 
 ie Within an ecosystem 
 Interdependence of s 
 b) Pyramid of Life 
 Structure of a food chain 
 c) Keeping it in Balance 
 Balance Of an ecosystem 
 • Why is the Antarctic Ecosystem so Fragile? 
 a) Breeding Maturity c 
 Susceptibility of sp cient9 impacts due to the long length of time it takes 
 Antarctic specie to reabh breeding maturity 
 b) A Mixed up Bunch 
 - Susceptibility of spe impacts due to juvenile and adult sp •el ving 
 in the same area 
 • Resource Management 
 Natural and unnatural resource management strategies within the Antarctic 
 region",,,,,,,"http://hdl.handle.net/10092/14285",,"en","English",,,,"All Rights Reserved",,,,,"What is Antarctica? A Teaching Resource in Experiential Education",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"17314","10092/13759",,"Bennetts, Bron",,,"2002","Cultural landscapes are the landscapes that people have modified or altered in some way, usually through settlement. The changes humans make to the landscape can be physical, (roads, buildings) or the changes can be perceptual. The way we interpret our landscapes reflects our values of it. Our perceptions are often expressed through our art.(paintings, poetry). Cultural landscapes tell the stories of people, events and places through time, they are a dynamic history of the interaction between human and nature, Cultural landscapes reflect the human values and ideologies that have created them, as well as the physical technologies that created them. Cultural landscapes may be iconic, famous places, or the everyday places that we live in. It is easy to understand the significance of special well-known places that are symbols Of our culture (Parliament Buildings and the Beehive in Wellington). These places give us a sense of national identity and feeling of belonging. Iconic landscapes, have obvious significance to people, and are valued by the community who care about their management. Conversely the landscapes that we live in everyday may appear so familiar and Ordinary' to us that they are 'invisible' and seem to have little significance. These taken for granted places are just as significant to our cultural heritage and sense of who we are, To be valued by the community, these landscapes need first to be understood. In land use planning terms we tend not to think about cultural landscapes until they are either under threat or have been already altered or lost.2 To appreciate the value of a cultural landscape serves as a foundation on which to build informed comment on future change and land management. Cultural landscapes are the landscapes that people have modified or altered in some way, usually through 
 settlement. The changes humans make to the landscape can be physical, (roads, buildings) or the changes 
 can be perceptual. The way we interpret our landscapes reflects our values of it. Our perceptions are often 
 expressed through our art.(paintings, poetry). 
 Cultural landscapes tell the stories of people, events and places through time, they are a dynamic history of 
 the interaction between human and nature, 
 Cultural landscapes reflect the human values and ideologies that have created them, as well as the physical 
 technologies that created them. 
 Cultural landscapes may be iconic, famous places, or the everyday places that we live in. It is easy to 
 understand the significance of special well-known places that are symbols Of our culture (Parliament Buildings 
 and the Beehive in Wellington). These places give us a sense of national identity and feeling of belonging. 
 Iconic landscapes, have obvious significance to people, and are valued by the community who care about their 
 management. Conversely the landscapes that we live in everyday may appear so familiar and Ordinary' to us 
 that they are 'invisible' and seem to have little significance. These taken for granted places are just as 
 significant to our cultural heritage and sense of who we are, To be valued by the community, these landscapes 
 need first to be understood. In land use planning terms we tend not to think about cultural landscapes until 
 they are either under threat or have been already altered or lost.2 
 To appreciate the value of a cultural landscape serves as a foundation on which to build informed comment on 
 future change and land management.",,,,,,,"http://hdl.handle.net/10092/14245",,"en","English",,,,"All Rights Reserved",,,,,"Space to Place: The Cultural Landscape of Ross Island, Antarctica; A preliminary investigation",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"17232","10092/13759",,"Brears, Robert",,,"2011","While Unmanned Aerial Vehicles (UAVs) have become synonymous with military
operations, particularly in Afghanistan, they have also been quietly invading the Arctic region
of Earth for the purpose of science. UAVs used for scientific research come in various shapes
and sizes, just like their military cousins. Some catapult from ships, others launch from
running pickup trucks and some take off the old-fashioned way - from icy airstrips (Scientific
American, 2010). They can carry a simple camera or a variety of scientific instruments, from
radar (or lidar, the laser-based version) to chemical analysis tools and infrared sensors
(Scientific American, 2010). This paper investigates:
 What the definition and purpose of a UAV is;
 A selection of UAVs commonly used for scientific research;
 What projects have used or are using UAVs in Antarctica;
 What gaps and issues are there for using UAVs for scientific research in Antarctica;
and
 Future alternatives to current UAVs for data collection in Antarctica",,,,,,,"http://hdl.handle.net/10092/14168",,"en","English",,,,"All Rights Reserved",,,,,"Using unmanned aerial vehicles in Antarctica",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
"17306","10092/13759",,"Rooney, Nadia",,,"2003","All items used in Antarctica are imported, and the responsibility for removal of such items when their usefulness is complete falls on the source country. Appropriate packaging is important in managing waste, and packaging is therefore a potentially major area for cost reduction. Programme operators are bound by domestic and international legislation that prohibits specific products from Antarctica and discourages the use of others. It is a prioritythat only necessary packaging materials are exported to Antarctica, and that the majority of those have the ability to be reused or recycled. Strict purchasing procedures, extensive education of staff and suppliers, and the employment of packaging innovations can reduce packaging at its source. In addition, formal cooperation arrangements can enable programmes to share ideas and develop workable processes. All items used in Antarctica are imported, and the responsibility for removal of such 
 items when their usefulness is complete falls on the source country. Appropriate 
 packaging is important in managing waste, and packaging is therefore a potentially major 
 area for cost reduction. 
 Programme operators are bound by domestic and international legislation that prohibits 
 specific products from Antarctica and discourages the use of others. It is a prioritythat 
 only necessary packaging materials are exported to Antarctica, and that the majority of 
 those have the ability to be reused or recycled. Strict purchasing procedures, extensive 
 education of staff and suppliers, and the employment of packaging innovations can 
 reduce packaging at its source. In addition, formal cooperation arrangements can enable 
 programmes to share ideas and develop workable processes.",,,,,,,"http://hdl.handle.net/10092/14238",,"en","English",,,,"All Rights Reserved",,,,,"Packing items that are Bound for the Antarctic",,"Electronic Thesis or Dissertation","Science","University of Canterbury","Postgraduate Certificate","Postgraduate Certificate in Antarctic Studies","College of Science, University of Canterbury","ucresearchrepository@canterbury.ac.nz",,
